id,annotation
KAF8268783.1,hypothetical protein EI94DRAFT_1726772
KAG7282780.1,hypothetical protein CRUP_029988
RZO74639.1,DUF349 domain-containing protein
XP_007765989.1,hypothetical protein CONPUDRAFT_142596
OGV60656.1,hypothetical protein A2498_12390
XP_023328542.1,proteoglycan 4-like
ROT79613.1,hypothetical protein C7M84_001671
MBV8889595.1,DUF1640 domain-containing protein
TST47705.1,Serine/threonine-protein kinase ATR
VDB90033.1,unnamed protein product
WP_200211215.1,anti-phage defense ZorAB system protein ZorA
RAL56763.1,hypothetical protein BSK20_00625
WP_232015382.1,CsbD family protein
GFF80513.1,hypothetical protein IFM62136_10319
XP_012146644.1,PREDICTED: intracellular protein transport protein USO1-like
MBR5003991.1,hypothetical protein
KAE8440530.1,hypothetical protein EG329_007266
MBL8609198.1,response regulator
TNN35411.1,hypothetical protein EYF80_054429
XP_039268357.1,uncharacterized protein LOC120343288
MBI4826865.1,hypothetical protein
WP_117227279.1,phage tail tape measure protein
KAI0230906.1,hypothetical protein LSAT2_018700
MBQ0113624.1,phage tail protein
WP_163579144.1,tape measure protein
NOR60889.1,hypothetical protein
KAH8964554.1,hypothetical protein BDL97_04G073900
KAH7146870.1,ankyrin repeat-containing protein
MBA2244139.1,apolipoprotein A1/A4/E family protein
XP_028869526.1,uncharacterized protein BOVATA_047760
WP_090543886.1,pseudouridine synthase
XP_040567529.1,putative leucine-rich repeat-containing protein DDB_G0290503 isoform X1
TAM55653.1,hypothetical protein EPN53_02785
OAO14589.1,hypothetical protein AV274_3715
HAT4352104.1,hypothetical protein
WP_116441180.1,hypothetical protein
KAG9395393.1,Chromosome partition protein Smc
KAG9395393.1,Chromosome partition protein Smc
KAG9395393.1,Chromosome partition protein Smc
KAG9395393.1,Chromosome partition protein Smc
MBK7977306.1,HEAT repeat domain-containing protein
WP_040732659.1,hypothetical protein
XP_040898405.1,extensin-like isoform X4
MBR6906303.1,DivIVA domain-containing protein
KAF4554160.1,Ankyrin repeat-containing protein 28
KAF4554160.1,Ankyrin repeat-containing protein 28
KAF4554160.1,Ankyrin repeat-containing protein 28
WP_120482356.1,hypothetical protein
MBX9619513.1,phage tail tape measure protein
MBR9858172.1,cell envelope integrity protein TolA
XP_024665184.1,Nucleoporin AMO1
EYC03895.1,hypothetical protein Y032_0091g2481
MBQ9501667.1,phage tail tape measure protein
XP_008117340.1,PREDICTED: keratin-associated protein 4-11
KAF4526569.1,hypothetical protein B566_EDAN009585
WP_087107567.1,hypothetical protein
MCB1157626.1,hypothetical protein
XP_009045718.1,hypothetical protein LOTGIDRAFT_137081
NBH12759.1,phage tail tape measure protein
MBR6721090.1,hypothetical protein
MCB0691794.1,apolipoprotein A1/A4/E family protein
MCB0691794.1,apolipoprotein A1/A4/E family protein
MBQ2116172.1,Ig-like domain-containing protein
WP_169449873.1,tape measure protein
OLA82189.1,hypothetical protein BHW58_02520
NLT24617.1,ankyrin repeat domain-containing protein
WP_151999838.1,MULTISPECIES: hypothetical protein
KAH7834371.1,hypothetical protein Vadar_015298
KAF4461928.1,hypothetical protein FALBO_11264
MBR0516247.1,hypothetical protein
WP_110500198.1,hypothetical protein
WP_223789208.1,hypothetical protein
KAG7226768.1,hypothetical protein INR49_014117
MBQ0028292.1,hypothetical protein
MBS0204351.1,HEAT repeat domain-containing protein
MBS0204351.1,HEAT repeat domain-containing protein
KAG2237243.1,hypothetical protein INT48_006647
KAI95620.1,hypothetical protein T281_04505
MCD8099062.1,hypothetical protein
DAN38891.1,TPA: MAG TPA: tail tape measure protein
CAE1174866.1,unnamed protein product
DAM34559.1,TPA: MAG TPA: minor tail protein
DAM34559.1,TPA: MAG TPA: minor tail protein
MPZ08503.1,hypothetical protein
RXJ79518.1,hypothetical protein CRU95_13790
WP_038601299.1,unnamed protein product
KAH6562562.1,hypothetical protein BASA62_009099
MBL9006975.1,hypothetical protein
WP_068307328.1,hypothetical protein
NUM54917.1,hypothetical protein
EWZ77400.1,hypothetical protein FOWG_18188
OGB83086.1,hypothetical protein A3F66_05080
WP_236910193.1,hypothetical protein
WP_236910193.1,hypothetical protein
KAE8742584.1,hypothetical protein FOCC_FOCC011878
DAE95128.1,TPA: MAG TPA: tail tape measure protein
WP_095586989.1,tape measure protein
DAE06801.1,TPA: MAG TPA: minor tail protein
DAE06801.1,TPA: MAG TPA: minor tail protein
WP_051512696.1,phasin family protein
WP_158089676.1,ankyrin repeat domain-containing protein
WP_158089676.1,ankyrin repeat domain-containing protein
XP_013337348.1,"ankyrin repeat-containing protein, putative"
KHJ88914.1,late embryogeneis abundant protein
MBR4049066.1,DivIVA domain-containing protein
HDX97937.1,DUF1640 domain-containing protein
KAG9064337.1,hypothetical protein KI688_003525
KAF5153555.1,Histone-like transcription factor (CBF/NF-Y) and archaeal histone family protein
WP_184349441.1,phage tail tape measure protein
XP_041355926.1,RNA polymerase-associated protein LEO1-like
GFO17756.1,hypothetical protein PoB_004426100
NES64455.1,hypothetical protein
CAE7364026.1,INVS
HFK15933.1,hypothetical protein
HFK15933.1,hypothetical protein
HFK15933.1,hypothetical protein
RXH90606.1,hypothetical protein DVH24_035370
RXH90606.1,hypothetical protein DVH24_035370
WP_010881849.1,flagellar assembly protein FliH
MCB8952960.1,hypothetical protein
WP_162359097.1,hypothetical protein
MBO0727225.1,hypothetical protein
SFO56534.1,hypothetical protein SAMN05421854_102316
DAR82762.1,TPA: MAG TPA: tail tape measure
PKI84514.1,hypothetical protein MVES_001729
WP_152202122.1,hypothetical protein
MBA2240324.1,hypothetical protein
XP_037039993.1,uncharacterized protein LOC119076991
KAF4626393.1,hypothetical protein G7Y89_g11764
XP_644924.1,SUN domain-containing protein 1
WP_130344838.1,hypothetical protein
WP_130344838.1,hypothetical protein
MBR2178904.1,hypothetical protein
MCC8044185.1,phage tail tape measure protein
RKO89570.1,hypothetical protein BDK51DRAFT_25636
KAE8289413.1,hypothetical protein D5F01_LYC13302
GCC25012.1,hypothetical protein
KAH7706528.1,MIR-domain-containing protein
TNN31098.1,hypothetical protein EYF80_058750
MBX3065893.1,protein kinase
NOJ31513.1,hypothetical protein
WP_149889334.1,hypothetical protein
WP_142048029.1,phage tail tape measure protein
CVI70824.1,hypothetical protein BN3660_02035
MBE7022818.1,hypothetical protein
MXW96087.1,hypothetical protein
WP_072577582.1,hypothetical protein
XP_004362182.1,hypothetical protein DFA_06481
XP_040833805.1,coiled-coil domain-containing protein 9 isoform X2
KAF0296145.1,Poly
MBG7114729.1,phage tail tape measure protein
RZD54541.1,hypothetical protein CXT67_00560
NBP16346.1,sel1 repeat family protein
XP_004994223.1,integrin linked kinase
XP_020782485.1,apolipoprotein A-IV
MBV9060360.1,hypothetical protein
MBV8464226.1,DivIVA domain-containing protein
XP_039797897.1,protein PELPK1-like
KAF4589721.1,hypothetical protein GQ602_003610
MBV6477903.1,hypothetical protein
CAE1311904.1,COL28A
KKY35850.1,hypothetical protein UCDDA912_g04122
WP_200587201.1,tape measure protein
MBK8902577.1,hypothetical protein
MBI2392860.1,response regulator
WP_132688554.1,hypothetical protein
MBX2936856.1,DUF4157 domain-containing protein
MBX2936856.1,DUF4157 domain-containing protein
CAE7501113.1,Ank2
CAE7501113.1,Ank2
PKT67706.1,hypothetical protein CW362_39035
KAF9355104.1,hypothetical protein BGX26_006979
WP_242258097.1,unnamed protein product
MCA9325508.1,hypothetical protein
WP_235480199.1,hypothetical protein
MBN9587872.1,hypothetical protein
REK68502.1,hypothetical protein C6P35_01380
XP_013389728.2,rabankyrin-5
KAH3813167.1,hypothetical protein DPMN_141619
MBT8201562.1,DivIVA domain-containing protein
MBR7079096.1,hypothetical protein
MBR7079096.1,hypothetical protein
DAI16805.1,TPA: MAG TPA: tail tape measure
XP_003350863.1,uncharacterized protein SMAC_07669
MCB9540594.1,OmpA family protein
MCB9540594.1,OmpA family protein
MCB9540594.1,OmpA family protein
WP_044566134.1,hypothetical protein
NQZ37914.1,ankyrin repeat domain-containing protein
NQZ37914.1,ankyrin repeat domain-containing protein
KAB8140676.1,DUF4157 domain-containing protein
KAB8140676.1,DUF4157 domain-containing protein
DAQ44749.1,TPA: MAG TPA: tail tape measure protein
MBR5710225.1,hypothetical protein
WP_173286526.1,hypothetical protein
RYD23186.1,ankyrin repeat domain-containing protein
XP_013232980.1,"hypothetical protein, conserved"
NBO37210.1,hypothetical protein
NBO37210.1,hypothetical protein
CDQ61379.1,unnamed protein product
WP_192005184.1,hypothetical protein
DAS27384.1,TPA: MAG TPA: minor tail protein
DAS27384.1,TPA: MAG TPA: minor tail protein
DAS27384.1,TPA: MAG TPA: minor tail protein
KAA0159128.1,hypothetical protein FNF31_04983
GFN83419.1,LOW QUALITY PROTEIN: hypothetical protein PoB_000992500
KAG1679507.1,hypothetical protein FOA52_011107
WP_109687530.1,hypothetical protein
WP_149561874.1,hypothetical protein
HDQ22419.1,hypothetical protein
MBR2004662.1,hypothetical protein
XP_037972426.1,cell wall protein AWA1-like
RMC01334.1,hypothetical protein DUI87_22123
NKC52444.1,hypothetical protein
GAY54504.1,hypothetical protein CUMW_157160
HHV41474.1,tape measure protein
HHV41474.1,tape measure protein
KAG0270140.1,hypothetical protein BGZ95_001788
MBT7693548.1,hypothetical protein
NLY00226.1,sigma-70 family RNA polymerase sigma factor
XP_037320865.1,nucleolar and coiled-body phosphoprotein 1 isoform X1
KAG6018711.1,hypothetical protein E4U19_008123
KAF6135743.1,hypothetical protein GIB67_028599
KAH3885479.1,hypothetical protein DPMN_009473
KAI0219496.1,hypothetical protein LSAT2_028968
WP_066265451.1,phage tail tape measure protein
XP_045605945.1,protein SPT2 homolog
PWU81869.1,hypothetical protein DLM72_04780
PRP87432.1,counting factor associated protein
MBF0500760.1,hypothetical protein
WP_214299753.1,methyl-accepting chemotaxis protein
CDC14430.1,putative uncharacterized protein
MBT5759424.1,hypothetical protein
GFU45774.1,flagelliform spidroin 1A variant 1
GFU45774.1,flagelliform spidroin 1A variant 1
GFU45774.1,flagelliform spidroin 1A variant 1
CAB5222423.1,hypothetical protein UFOVP378_3
WP_220564185.1,hypothetical protein
WP_220564185.1,hypothetical protein
MBP8760249.1,pseudouridine synthase
CAG7838521.1,unnamed protein product
CAG7838521.1,unnamed protein product
WP_188595805.1,ankyrin repeat domain-containing protein
TCD68381.1,hypothetical protein EIP91_010890
XP_043216696.1,"splicing factor, suppressor of white-apricot homolog"
MBK8207798.1,hypothetical protein
VFV46715.1,Hypothetical predicted protein
CAB1312804.1,unnamed protein product
OLS26182.1,hypothetical protein HeimC3_10520
PVD20424.1,hypothetical protein C0Q70_18579
DAQ99843.1,TPA: MAG TPA: minor tail protein
XP_034305415.1,putative mediator of RNA polymerase II transcription subunit 26
MBV9926084.1,HEAT repeat domain-containing protein
MBA4062585.1,hypothetical protein
MBQ8708868.1,topoisomerase DNA-binding C4 zinc finger domain-containing protein
WP_098461769.1,hypothetical protein
DAO72210.1,TPA: MAG TPA: hypothetical protein
WP_097846560.1,hypothetical protein
KAF8470168.1,hypothetical protein BDZ91DRAFT_847307
MBR6888751.1,phage tail tape measure protein
KAF9905074.1,hypothetical protein EC991_002027
KAF9905074.1,hypothetical protein EC991_002027
WP_215179855.1,DUF3618 domain-containing protein
MBW3576147.1,DivIVA domain-containing protein
NLD08592.1,hypothetical protein
GBP52153.1,Phenoloxidase-activating enzyme
MBX3193625.1,hypothetical protein
XP_001270428.1,ankyrin repeat protein
XP_039641400.1,protein TALPID3
XP_003856021.1,uncharacterized protein MYCGRDRAFT_102133
MBQ5895261.1,hypothetical protein
MBN8540739.1,hypothetical protein
GCB79079.1,hypothetical protein
MCB9809716.1,DNA recombination protein RmuC
WP_165247043.1,HEAT repeat domain-containing protein
WP_165247043.1,HEAT repeat domain-containing protein
MBI4266338.1,ankyrin repeat domain-containing protein
XP_037389018.1,proteoglycan 4-like
XP_037389018.1,proteoglycan 4-like
KAI0808891.1,hypothetical protein BC629DRAFT_1437164
MBS5792761.1,hypothetical protein
XP_029537780.1,uncharacterized protein LOC115142446 isoform X1
WP_136004048.1,chemotaxis protein CheW
ORE00340.1,hypothetical protein A0H76_1465
XP_020044706.1,hypothetical protein ASCRUDRAFT_82781
OUC94064.1,hypothetical protein CA984_23805
TNN25837.1,hypothetical protein EYF80_064030
MBT3958114.1,hypothetical protein
MBB4984411.1,LuxR family maltose regulon positive regulatory protein
WP_192743895.1,tetratricopeptide repeat protein
WP_192743895.1,tetratricopeptide repeat protein
XP_017730169.1,PREDICTED: uncharacterized protein LOC108531307
XP_045446932.1,uncharacterized protein LOC123655141
XP_004996787.1,uncharacterized protein PTSG_11866
DAT82582.1,TPA: MAG TPA: minor tail protein
AVT81264.1,hypothetical protein RPYSC3_24030
RKP02729.1,hypothetical protein CXG81DRAFT_17616
MCC5792406.1,hypothetical protein
MCC5792406.1,hypothetical protein
ADZ48673.1,antifreeze protein
BAD39160.1,conserved hypothetical protein
MBC7708634.1,hypothetical protein
MBF8193894.1,hypothetical protein
RIK98951.1,hypothetical protein DCC71_20630
KAG2599141.1,hypothetical protein PVAP13_5KG459421
KAF8781931.1,hypothetical protein HNY73_012273
WP_116706115.1,hypothetical protein
WP_160335969.1,DNA recombination protein RmuC
CAG9464041.1,unnamed protein product
EWM16148.1,translation initiation factor IF-2
WP_188940951.1,flotillin family protein
UFH55826.1,DUF4157 domain-containing protein
KAF5297804.1,hypothetical protein FQA39_LY11953
KXU52149.1,"phage tail tape measure protein, TP901 family"
MBO4783759.1,hypothetical protein
OHT12922.1,kinetoplast-associated protein
WP_006098066.1,glycine zipper family protein
OGX05692.1,hypothetical protein A3G87_04930
XP_020774108.1,ankyrin repeat and SOCS box protein 14-like
MBI5533011.1,Stp1/IreP family PP2C-type Ser/Thr phosphatase
WP_217302222.1,phage tail tape measure protein
WP_170123480.1,hypothetical protein
WP_194059255.1,hypothetical protein
KAF8940406.1,hypothetical protein BGZ47_007772
KAF8940406.1,hypothetical protein BGZ47_007772
KAF8427087.1,hypothetical protein EV426DRAFT_431279
MCC6766435.1,phasin family protein
SAM05079.1,hypothetical protein
WP_094199734.1,hypothetical protein
WP_003677559.1,tape measure protein
QKQ77793.1,DUF4157 domain-containing protein
XP_033734380.1,ninein-like protein isoform X1
XP_033734380.1,ninein-like protein isoform X1
VWU50945.1,"tripartite motif protein, putative"
XP_041365408.1,uncharacterized protein LOC121380589
WP_116399093.1,trigger factor
XP_030232147.1,glypican-6-like isoform X1
MBT6431622.1,hypothetical protein
KAF3695083.1,Polycystic kidney disease protein 1-like 2 PC1-like 2 protein Polycystin-1L2 Precursor
MBK8018427.1,hypothetical protein
XP_041426633.1,protein kinase C-like 1
WP_196116798.1,leucine-rich repeat domain-containing protein
WP_196116798.1,leucine-rich repeat domain-containing protein
KAH7930411.1,hypothetical protein BV22DRAFT_62695
MBQ5931834.1,hypothetical protein
MBP3741853.1,tape measure protein
MBP3741853.1,tape measure protein
WP_126704474.1,peptidoglycan DD-metalloendopeptidase family protein
EGP9192891.1,hypothetical protein
XP_042529198.1,basic proline-rich protein-like
XP_028251767.1,neuronal PAS domain-containing protein 3
MBR4310329.1,ankyrin repeat domain-containing protein
RTL04040.1,hypothetical protein EKK58_11300
ROT71608.1,hypothetical protein C7M84_010059
MBK8973749.1,hypothetical protein
HGB03652.1,hypothetical protein
HGB03652.1,hypothetical protein
TET40553.1,hypothetical protein E3J66_06765
WP_018578912.1,CsbD family protein
XP_044700046.1,uncharacterized protein H6S33_000487
XP_044700046.1,uncharacterized protein H6S33_000487
WP_156739238.1,hypothetical protein
HCV01731.1,phage tail tape measure protein
YP_009883996.1,tape measure protein
YP_009883996.1,tape measure protein
MBT8071504.1,hypothetical protein
HIT53176.1,DivIVA domain-containing protein
WP_235817895.1,hypothetical protein
XP_020063499.1,uncharacterized protein CANTADRAFT_26504
WP_025288918.1,hypothetical protein
WP_193021652.1,hypothetical protein
HHN46282.1,hypothetical protein
MBI4345762.1,ankyrin repeat domain-containing protein
PMJ96753.1,hypothetical protein BCU12_22300
CAD0058642.1,unnamed protein product
KAG5851281.1,hypothetical protein ANANG_G00091420
KAG5579556.1,hypothetical protein H5410_050183
MCB1938866.1,hypothetical protein
MBP85040.1,histone
HGH57423.1,DUF3782 domain-containing protein
MBI5535458.1,response regulator
XP_044764136.1,apolipophorins-like
MBX3017845.1,Hsp20 family protein
WP_129631250.1,hypothetical protein
XP_013793313.1,uncharacterized protein LOC106477270
EMG49311.1,hypothetical protein G210_5948
KAF8849063.1,hypothetical protein BDZ45DRAFT_247162
MBO2513819.1,hypothetical protein
MBA3689788.1,phage tail length tape measure family protein
WP_166162481.1,hypothetical protein
ELU02325.1,hypothetical protein CAPTEDRAFT_209488
WP_083493565.1,pre-toxin TG domain-containing protein
